Lens ID,Title,Date Published,Publication Year,Publication Type,Source Title,ISSNs,Publisher,Source Country,Author/s,Abstract,Volume,Issue Number,Start Page,End Page,Fields of Study,Keywords,MeSH Terms,Chemicals,Funding,Source URLs,External URL,PMID,DOI,Microsoft Academic ID,PMCID,Citing Patents Count,References,Citing Works Count,Is Open Access,Open Access License,Open Access Colour
173-835-936-506-930,PENDIDIKAN KEWIRAUSAHAAN BAGI WARGA GEREJA DI ERA DIGITAL,2020-06-12,2020,journal article,VISIO DEI: JURNAL TEOLOGI KRISTEN,26853795; 26854015,STT Stars Lub Luwuk Banggai,,Talizaro Tafonao,"In this study, the author studied education for church members: the role of the church in building and empowering the economy of the church member in the digital era. This study departs from the writer's observation empirically, where the church today only focuses on the spiritual side without thinking about the life of the church member. The author emphasized in this paper that the church is not only present as preachers and prayer for the church members, but the church must provide a solution to the problems faced by the church members. The method used in this study is the qualitative research method. The author examines the role of the church in building and empowering the economy of the church members in the digital era. The analysis process carried out by the author is to use a variety of reliable sources and electronic resources to support writers' analysis. The results show that by utilizing technology as a business opportunity, the church could reducing the unemployment and poverty of the church members. The purpose of this study is an effort to encourage every church to have a qualified innovation in answering the challenges in the digital era as an opportunity to create employment for the church members.",2,1,127,146,Variety (cybernetics); Political science; Poverty; Qualitative research; Prayer; Unemployment; Business opportunity; Digital era; Public relations; Process (engineering),Entrepreneurship Education; Church Member; Economics; Digital Era Abstrak. Dalam tulis ini; penulis melakukan kajian terhadap Pendidikan Bagi Warga,,,,http://jurnal.sttstarslub.ac.id/index.php/js/article/view/81 https://www.neliti.com/publications/314649/pendidikan-kewirausahaan-bagi-warga-gereja-di-era-digital http://jurnal.sttstarslub.ac.id/index.php/js/article/download/81/24 https://www.neliti.com/tr/publications/314649/pendidikan-kewirausahaan-bagi-warga-gereja-di-era-digital https://www.neliti.com/ru/publications/314649/pendidikan-kewirausahaan-bagi-warga-gereja-di-era-digital https://core.ac.uk/download/328150843.pdf,http://dx.doi.org/10.35909/visiodei.v2i1.81,,10.35909/visiodei.v2i1.81,3034571327,,0,,2,true,cc-by-sa,gold
173-889-979-651-891,A Church: The Church,1951-04-01,1951,journal article,Review & Expositor,00346373; 20529449,SAGE Publications,,William Owen Carver,,48,2,147,160,Church history; Protestantism; Narthex; Art; Theology; Canonical hours; Eucharist; Canon law; Christianity; Lord's New Church Which Is Nova Hierosolyma,,,,,http://journals.sagepub.com/doi/10.1177/003463735104800201,http://dx.doi.org/10.1177/003463735104800201,,10.1177/003463735104800201,2327851077,,0,,0,false,,
174-265-387-610-245,The Catholic Church and Politics in Nicaragua and Costa Rica,,1989,book,,,,,Philip J. Williams,Acknowledgements Abbreviations Maps PART 1: INTRODUCTION An Institutional Approach to the Church Historical Models of the Church Structure of the Book PART 2: THE CATHOLIC HIERARCHY IN NICARAGUA: ORIGINS AND EVOLUTION Historical Background From Conservative to Reformist Church Conclusions PART 3: ATTEMPTS TO BUILD A GRASSROOTS VHURCH IN NICARAGUA Alternative Pastoral Strategies New Challenges PART 4: THE CATHOLIC CHURCH IN THE NICARAGUAN REVOLUTION Differing Responses to the Revolutionary Process The FSLN and the Catholic Church The Hierarchy in Opposition to the Revolution PART 5: THE EVOLUTION OF THE CATHOLIC CHURCH IN COSTA RICA Historical Background Mons. Sanabria and the Origins of a Reformist Church PART 6: THE COSTA RICAN HIERARCHY AND TH ERFORMIST PROJECT The Long Period of Silence The Silence is Broken PART 7: EFFORTS TO TRANSFORM THE CHURCH IN COSTA RICA Early Attempts to Transform the Church Working Within the Structures of the Church Itac Conclusions PART 8: CONCLUSIONS Historical Development of the Two Churches Efforts to Transform the Church in Nicaragua and Costa Rica The Impact of National Political Factors Versus External Influences Notes Bibliography Index,,,,,Gender studies; Church history; Geography; Ethnology; Opposition (politics); Silence; Grassroots; Institutional approach; Canon law; Christianity; Politics,,,,,https://digitalcommons.fairfield.edu/petry-books/13/ https://read.dukeupress.edu/hahr/article/70/3/511/146531/The-Catholic-Church-and-Politics-in-Nicaragua-and http://ci.nii.ac.jp/ncid/BA10497102 https://link.springer.com/10.1007/978-1-349-10388-1,https://digitalcommons.fairfield.edu/petry-books/13/,,,2047239382,,0,,24,false,,
174-412-295-888-618,The Importance of Church Management and Administration in Supporting Effective Ministry and Congregation Growth,2025-09-17,2025,journal article,Proskuneo: Journal of Theology,30643767,Sekolah Tinggi Teologi Transformasi Indonesia,,Martha Agustin Dondokambey; Aprilliano Husen; Krueger Kristanto Tumiwa,"<jats:p>Church management and administration play a vital role in supporting the effectiveness of ministry and congregational development. As an organization serving the community, the church not only needs a solid spiritual foundation, but also good management in order to function optimally in achieving its goals. This article aims to reveal the importance of church management and administration and how it can strengthen the church's ministry and mission in an increasingly complex and dynamic context. This study uses a qualitative method with a descriptive analytical design, which utilizes literature studies as the main data collection technique. This study identifies various concepts and basic principles of holistic church management, as well as their application in church management practices. This article specifically discusses the role of management in managing church resources, such as human resources, finances, and physical church facilities. In addition, efficient church administration can improve services to the congregation, facilitate effective communication between church leaders and the congregation, and strengthen the church's organizational structure to achieve mission goals. The impact of implementing good management and administration is reflected in the increase in the operational efficiency of the church, which ultimately supports more stable and sustainable congregation growth. This article also provides insight into the importance of church leaders who have managerial skills to carry out administrative and ministry tasks professionally. In conclusion, this study confirms that good church management and administration not only strengthens ministry, but is also the key to accelerating the achievement of the church's mission amidst the challenges of the times</jats:p>",2,1,49,63,,,,,,https://e-journal.stttransformasi-indonesia.ac.id/index.php/pjt/article/download/226/pdf https://doi.org/10.53674/pjt.v2i1.226,http://dx.doi.org/10.53674/pjt.v2i1.226,,10.53674/pjt.v2i1.226,,,0,,0,true,cc-by-sa,hybrid
174-535-253-429-712,Assessing Rural African-American Churches' Attitudes toward Adolescent Sexual Behavior-Implications for Curricula Development,,2007,journal article,Electronic Journal of Human Sexuality,15455556,Institute for Advanced Study of Human Sexuality,United States,Jeffrey J. Guidry; William Alvin Torrence; Rodrick Moore; Alvin Larke,This article highlights the results of the findings according to the Rural African-American Church Leader Assessment with implications for the minister portion of the curriculum designed to address the desires of the church leaders as documented through the assessments. The assessment tool was developed and validated as the result of a semi-qualitative focus group of 15 randomly selected ministers/church leaders. Assessment surveys were distributed in-person to identified senior church leaders (n=104) at their particular churches. Analysis of the Church Leader Assessments consisted of frequencies descriptive analysis and Chi Square Analysis of Independence. The objective of the analysis was to identify the major knowledge perceptions and attitudes that the church leaders possessed regarding adolescent sexuality. Findings from the Church Leader Assessment highlighted an interest and commitment to the prevention of adolescent sexual activity. Eighty-eight percent (88%) of church leaders reported that sex education should begin before the age of 13. All responding church leaders indicated that sex education should be taught in the Church yet only 58% of the leaders reported that their church provided some form of adolescent sex education. The results supported the idea that the development of church-based sex education programs must involve church leadership in rural African-American communities. (authors),10,,,,Gender studies; Ethnic group; Psychology; Developed country; Independence; Population; Descriptive statistics; Curriculum; Christianity; Focus group; Social psychology,,,,,https://www.questia.com/library/journal/1G1-228436007/assessing-rural-african-american-churches-attitudes,https://www.questia.com/library/journal/1G1-228436007/assessing-rural-african-american-churches-attitudes,,,63952348,,0,,1,false,,
174-569-645-831-933,"""Staande, eenparig …""? Die aanvaarding van die kerkorde deur die NG Kerk in 1962.",2023-01-13,2023,journal article,Stellenbosch Theological Journal,24139467; 24139459,Christian Literature Fund,,Dolf Britz; Jaco Nel,"<jats:p>In 1962, the differentiated Dutch Reformed Churches of South Africa united in one General Synod. This was done on the basis of a mutual Church Order. The Dutch Reformed Church experienced this as a distinctive moment of significance in its history. The “Message to all the members of the Dutch Reformed Church” reflected the Synod’s complacency. The General Synod was envisioned as the new flagship of the Dutch Reformed Church, which at that time, was aware of the high flourishing in its existence and influence in the country. Functional value was assigned to the new church order. However, there was a small minority of pastors and theologians, most notably W.D. Jonker, who assessed the role of the Church Order differently. For them, it had to be an instrument to reform the Church, a document to bring its theology and ecclesiology to account. The Church Order could, for that matter, address the theological justification of a policy of separation. This article deals with the way in which the Church Order was accommodated in the pragmatic, functional theology of the Dutch Reformed Church. The opportunity to deploy it as a core document for the sake of reformation in the Church’s life was lost. </jats:p>",8,1,,,Synod; Theology; Ecclesiology; Order (exchange); Flourishing; Eucharist; Church history; Law; Sociology; Philosophy; Political science; Psychology; Psychotherapist; Finance; Economics,,,,,https://ojs.reformedjournals.co.za/stj/article/download/2297/3350 http://dx.doi.org/10.17570/stj.2022.v8n1.a14,http://dx.doi.org/10.17570/stj.2022.v8n1.a14,,10.17570/stj.2022.v8n1.a14,,,0,,0,true,cc-by,gold
174-795-215-979-861,Monumentet kishtare të Drishtit në Mesjetë,2014-07-01,2014,journal article,Zenodo (CERN European Organization for Nuclear Research),,,,Edmond Malaj,"Before the Ottoman conquest, the Diocese of Drisht (Drivasto) had a dense network of churches and chapels and has been described by researchers as a “nursery” of Albanian Catholic clergy in the Middle Ages. The churches of Drisht were solidly built, with thick walls. As far as we know, the city had the following cathedrals and churches: the Cathedral of St. George, the Cathedral of St. Mary with its chapter, the Church of St. Francis, the Church of the Saviour (St. Salvador), the Church of the Holy Cross, the Church of Sancta Maria Veteris, the Church of St. Stephen, the Church of St. Veneranda, and the Church of St. Nicholas. The income of these churches derived in part from testaments made by clerics and laypeople, who donated various sums for the salvation of their souls. In addition to the churches named above, the ruins of four other churches have been identified. These may in fact correspond to some of the churches just mentioned, but this cannot yet be confirmed, since the churches known from written sources cannot be securely located within the urban fabric of the medieval city.",,,,,Middle Ages; Art; Church history; Eucharist; History; Ancient history; Christian Church; Christianity; Local church; Classics; Theology; Canon law,,,,,https://zenodo.org/doi/10.5281/zenodo.17691794,http://dx.doi.org/10.5281/zenodo.17691794,,10.5281/zenodo.17691794,,,0,,0,true,cc-by,green
175-143-312-809-875,n Bemarkende en bemarkbare kerk,,2003,,,,,,J.J. Britz; J.C. Muller,"The marketing and marketable church In a recent article on spirituality in Eastern Pretoria critical ; questions were asked about the church and its relationship ; to the prevalent success-driven discourse. The study of ; this problem is taken further in the following article, but ; then from a specific vantage point - marketing - because ; the church is a (conscious or unconscious) part of the ; marketing discourse. The question is: Can the church play ; along in marketing games and still be church? Or the ; opposite: Can the church turn its back on the marketing ; game and survive as church in the present day? The ; church is a marketing institution: it is concerned with ; communication, the spread of a message to people. This ; article strives to promote a practical-theological and ; therefore conscious reflection on the church as marketing ; institution.",18,2,1,12,Church history; Advertising; Unconscious mind; Political science; Institution; Media studies; Vantage point; Spirituality,,,,,https://journals.co.za/content/practheo/18/2/EJC88502,https://journals.co.za/content/practheo/18/2/EJC88502,,,2608929556,,0,,2,false,,
175-598-030-655-012,"THE ASSYRIAN CHURCH OF THE EAST, THE CHALDEAN CHURCH AND THE ROMAN CATHOLIC CHURCH:",2022-08-19,2022,book chapter,The Catholic Church and its Orthodox Sister Churches Twenty-Five Years after Balamand,,Peeters Publishers,,Herman G.B. Teule,,,,281,294,Church history; Ancient history; History; Art; Classics,,,,,,http://dx.doi.org/10.2307/j.ctv2zx9p71.19,,10.2307/j.ctv2zx9p71.19,,,0,,0,false,,
175-722-567-238-353,Ministry Outside the Box: A Study of the Split Campus Trend in WELS Parish Ministry at the Turn of the Twenty-first Century,,2006,,,,,,Brian Hackmann,"WLS Senior Church History Paper. Congregations include Bethany Lutheran Church (Kenosha/Somers, WI), Bethelehem Lutheran Church (Menomonee Falls/Germantown, WI), Bloomington Living Hope Lutheran Church (Bloomington/Shakopee, MN), Christ Lutheran Church (North St. Paul/Hugo, MN), Peace Lutheran Church (Holiday/Land O'Lakes, FL), Redeemer Lutheran Church (Tucson/Marana, AZ), St. Andrew Lutheran Church (Middleton/Waunakee, WI), St. Mark Lutheran Church (Green Bay/Du Pere, WI).",,,,,Church history; Art; Archaeology; Theology; Twenty-First Century; Multi site; Christian ministry,,,,,,,,,2601746110,,0,,0,false,,
175-964-861-992-607,THE POLITICAL FACTOR OF THE FORMATION OF NEW AUTOCEPHALIC CHURCHES IN THE XX CENTURY,2022-06-06,2022,journal article,Zhytomyr State University Library (Zhytomyr Ivan Franko State University),,,,A. Kobetіak,"The article investigates the basic principles and mechanisms of functioning of the church-administrative system of management of the Orthodox Church. The Church is moving forward in the path of political life and is forced to respond to social demands, problems and geopolitical issues. It is determined that the formation of two political approaches (Slavic and Greek) to the understanding of the structure of the Ecumenical Orthodoxy was the cause of the current crisis in the church. It is stated that ""church misunderstandings"" became apparent after the Great Council of 2016 in Crete and the signing of the Tomos for the Ukrainian Church. The role of the AllOrthodox Council and the Ecumenical Patriarchate, which is the leader in the Orthodox world, in the process of proclaiming the autocephalous status of the new Local Church has been established. It is determined that the state has always been a stakeholder in the process of independence of the national church. Every independent country wants to have its own church institution, so it defends the rights and powers of the church, located within its territorial possessions. This greatly affects the current geopolitical relations between the independent Local Churches. It is established that autocephaly was an adaptive adaptation of the church to the political geography of the state. The article establishes that the Ecumenical Church, being united in essence, is divided into independent Local Churches on an administrative and national basis.",,,,,Politics; Factor (programming language); Political science; Law; Computer science; Programming language,,,,,https://zenodo.org/record/6615963,http://dx.doi.org/10.5281/zenodo.6615963,,10.5281/zenodo.6615963,,,0,,0,true,,green
176-016-281-108-957,BARRIERS TO ENROLLMENT OF WOMEN IN HEART FAILURE CLINICAL TRIALS: INSIGHTS FROM THE HEART FAILURE COLLABORATORY,,2025,journal article,Journal of the American College of Cardiology,07351097; 15583597,Elsevier BV,Netherlands,Christian Rafael Guilliod; Vanessa Blumer; Christopher M. O'Connor; William T. Abraham; Maria Rosa Costanzo; Ersilia M. DeFilippis; Yasmire Evans; Megha Gupta; Mariell Jessup; JoAnn Lindenfeld; Orly Vardeny; Mary Norine Walsh; Mona Fiuzat,,85,12,1575,1575,Collaboratory; Medicine; Heart failure; Clinical trial; Internal medicine; Cardiology; Intensive care medicine; World Wide Web; Computer science,,,,,,http://dx.doi.org/10.1016/s0735-1097(25)02059-5,,10.1016/s0735-1097(25)02059-5,,,0,,0,true,cc-by-nc-nd,hybrid
176-030-636-422-090,Pelayanan Pastoral bagi Jemaat yang Sulit di Gereja,2021-12-15,2021,journal article,The New Perspective in Theology and Religious Studies,27229718; 27229726,Sekolah Tinggi Teologi Cipanas,,Agung Gunawan,"<jats:p>ABSTRACTABSTRACTThis article will discuss how to deal with difficult people in the church. Church leaders should not antagonize or even remove them from the church. Difficult people in the church should not be avoided but must be dealt with properly and correctly.In dealing with them the church leaders did not contradict them. Church leaders have a duty to provide pastoral care for them. In this article, we will first discuss the types of difficult people in the church. Next will be described the ministry of important principles in pastoral care needed by difficult people in the church. The hypothesis of this article is that through appropriate pastoral care, difficult people in the church can be transformed into good individuals and support church ministry.Keyword:. Pastoral Care, difficult people, in the church</jats:p>",2,2,49,64,Christian ministry; Pastoral care; Duty; Sociology; Political science; Law,,,,,http://journalsttcipanas.ac.id/index.php/NPTRS/article/download/46/pdf https://doi.org/10.47900/nptrs.v2i2.46,http://dx.doi.org/10.47900/nptrs.v2i2.46,,10.47900/nptrs.v2i2.46,,,0,,0,true,cc-by-sa,gold
176-405-385-149-891,Kerkorde en doop - Toegespits op twee gereformeerde kerkordes,2019-08-21,2019,journal article,In die Skriflig / In Luce Verbi,23050853; 10186441,AOSIS,,Piet J. Strauss,"Church order and baptism – with reference to two reformed church orders: The purpose of a church order is not an end itself, but to serve the church in its calling as an institute of the Christian faith. A church order and church polity as a subject should serve the church. Thus, the theme on church order and baptism implies the serving identity of the first in connection with the latter. It implies a church order which serves and secure the sacrament of baptism in keeping to its biblical character or identity when served. This is an order which assists the sacrament of baptism as a sacrament to explain, convey and guarantee its message. From a reformed perspective the triune God is the central acting figure in baptism. Baptism is about connecting them to and establishing people in the covenant of grace of the triune God - and about securing it.",53,1,10,,Covenant; Philosophy; Theology; Theme (narrative); Baptism; Subject (philosophy); Order (virtue); Identity (philosophy); Character (symbol); Polity,,,,,https://paperity.org/p/207745165/kerkorde-en-doop-toegespits-op-twee-gereformeerde-kerkordes https://indieskriflig.org.za/index.php/skriflig/article/download/2440/5696 https://indieskriflig.org.za/index.php/skriflig/article/view/2440 http://www.scielo.org.za/pdf/ids/v53n1/28.pdf http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2305-08532019000100028,http://dx.doi.org/10.4102/ids.v53i1.2440,,10.4102/ids.v53i1.2440,2969365374,,0,008-671-624-943-815; 014-899-869-765-509,0,true,cc-by,gold
177-153-588-549-113,Der Kirchenaustritt,,2023,book,,,Nomos Verlagsgesellschaft mbH & Co. KG,,Stefanie Fort,"<p>Does leaving the church under Catholic law necessarily lead to excommunication? Does the Evangelical Church in Germany (EKD) view leaving the church less strictly than the Catholic Church? In her comparative legal study, the author explores many exciting and highly topical questions about leaving the church in Germany and in doing so identifies many similarities in the views of the Catholic Church and the EKD. In addition to a comprehensive consideration of the constitutional church law aspects of leaving the church, the author compares both church membership and the effects of leaving the church from the perspective of the Catholic Church and the EKD - and comes to new and interesting conclusions.</p>",,,,,Church history; Canon law; Law; Political science; Perspective (graphical); Religious studies; Theology; Sociology; Philosophy; Art; Visual arts,,,,,,http://dx.doi.org/10.5771/9783748939511,,10.5771/9783748939511,,,0,,0,false,,
177-597-887-918-246,MEDICAL SERVICES AND FEES,,1973,journal article,Medical Journal of Australia,0025729x; 13265377,AMPCo,Australia,A. M. Liebhold; J. G. O'Neill; H. S. Smith; J. L. Toakley; B. Casey; B. S. Courtenay; R. A. D. Currie; L. A. Johnson; R. C. Higgs,,2,8,409,409,Business; Medical services; Medical emergency,,,,,https://onlinelibrary.wiley.com/doi/pdf/10.5694/j.1326-5377.1973.tb115157.x,http://dx.doi.org/10.5694/j.1326-5377.1973.tb115157.x,,10.5694/j.1326-5377.1973.tb115157.x,2975243059,,0,,0,false,,
177-810-013-281-993,"Can Church Conflict Inhibit Moral Development and Christian Formation? A Study of Emmanuel Church Kengeleni, Diocese of Mombasa in the Anglican Church of Kenya",2019-11-28,2019,journal article,Kabarak Journal of Research & Innovation,24108383; 2305784x,Kabarak University,,null JUDAH KAPANGA MWABONJE,"<jats:p>The study set out to examine the impact of church conflict on moral development and Christian formation with a special reference to Emmanuel Church Kengeleni (ECK), Diocese of Mombasa in the Anglican Church of Kenya (ACK) between 2000 -2010.Â  The relationship between the leadership of Emmanuel church and the Freretown Community has changed a lot over the years.Â  There has been conflict in the church between the Freretown community (whose majority are Christians and members of the Anglican Church) and the leadership of the church. This contestation has manifested in both internal leadership wrangles as well as in public media. From 2000 to 2010, the leadership of Emmanuel church experienced a very hostile relationship with the Freretown community. What was the impact of the church conflict on the moral development and Christian formation? The study intends to analyse the impact of the conflict on the moral development and Christian formation between the years 2000 to 2010. For acquisition of data, the study used qualitative methodology. The study found that the conflict had enormous effects on the church and society both spiritually and socio-economically. As an opportunity, the conflict became a source of church growth, expansion and Christian maturity whereas on the other hand it became associated with retarded development, rivalry, strained relations and negative publicity. The study recommends that church leaders should be trained on conflict resolution and that church provide avenues and structures of proactive conflict resolution mechanism in order to remain the beckon of moral development and Christian formation in the society.</jats:p>",8,1,8,17,,,,,,,http://dx.doi.org/10.58216/kjri.v8i1.115,,10.58216/kjri.v8i1.115,,,0,,0,false,,
178-077-238-045-876,The companion to the Catechism of the Catholic Church : a compendium of texts referred to in the Catechism of the Catholic Church,,1994,book,,,,,Catholic Church,,,,,,Art; Theology; Compendium; Catechism; Canon law; Classics,,,,,http://ci.nii.ac.jp/ncid/BA6468646X?l=en,http://ci.nii.ac.jp/ncid/BA6468646X?l=en,,,579035197,,0,,3,false,,
178-330-565-782-60X,The picture of health: A study of church health in the Central New York District of the Wesleyan Church,,2011,,,,,,Matthew Daniel Pickering,"THE PICTURE OF HEALTH: A STUDY OF CHURCH HEALTH IN THE CENTRAL NEW YORK DISTRICT OF THE WESLEYAN CHURCH by Matthew D. Pickering The purpose of this study was to assist the Central New York (CNY) District of the Wesleyan Church in its research of church health within the district towards the development of a sustainable church revitalization plan. From 2005-09, twenty-eight of its fifty churches experienced numerical decline in primary worship service attendance. This quantitative, quasi-experimental study utilized a causal-comparative research design to explore the state of church health within the district’s churches. Twenty CNY District churches participated in the study, eleven churches that experienced primary worship service numerical increase from 2005-09 and nine churches that experienced primary worship service numerical decline during that same time period. A pastor and nine church leaders from each participating church completed the Wesleyan Church’s standardized, online Church Health Profile survey. Survey results revealed similarities and differences in the state of church health between the increase and decrease church groups. Churches in the decrease group rated the experience of health in all twelve health factors lower than those in the increase group. The greatest difference was with the effective evangelism factor; however, both groups scored it as the lowest health factor. The survey results also revealed no statistically significant difference in the perception of church health between pastor and church leaders in both groups. Health factor ranking revealed similarities in both the increase and decrease group, with pastoral leadership ranked first and effective evangelism ranked last.",,,,,Church history; Theology; State (polity); Worship; Attendance; Research design; Significant difference; Socioeconomics; Lord's New Church Which Is Nova Hierosolyma; Evangelism; History,,,,,https://place.asburyseminary.edu/cgi/viewcontent.cgi?article=1401&context=ecommonsatsdissertations http://place.asburyseminary.edu/cgi/viewcontent.cgi?article=1401&context=ecommonsatsdissertations,http://place.asburyseminary.edu/cgi/viewcontent.cgi?article=1401&context=ecommonsatsdissertations,,,113124363,,0,,0,false,,
178-554-244-734-386,HUMAN DIGNITY AND CHURCH RE-UNIFICATION IN THE FAMILY OF DUTCH REFORMED CHURCHES,2013-06-12,2013,journal article,Scriptura,2305445x; 02541807,Stellenbosch University,,Sipho Sidwell Mahokoto,"In this article church re-unification is developed as an instrument that can contribute to the; restoration and better understanding of violated human dignity The argument is based on; three central concepts used by the World Council of Churches in its debates on church; unity, namely �costly unity�, �costly commitment� and �costly obedience�. It is argued that; both human dignity and church unity are costly as it cannot be earned, but should be; realized in relationship with God and fellow human beings.",104,1,306,313,Protestantism; Sociology; Law; Dignity; Argument; Unification,Church Unity; World Council of Churches; Ecumenical Movement; Ubuntu; Dutch Reformed Churches,,,,https://scholar.sun.ac.za:443/handle/10019.1/103170 https://scriptura.journals.ac.za/pub/article/view/172 http://scriptura.journals.ac.za/pub/article/download/172/767 https://www.africaneditors.org/journal/SCRIPTURA/full-text-pdf/93211-141980 https://core.ac.uk/download/188223239.pdf,http://dx.doi.org/10.7833/104-0-172,,10.7833/104-0-172,2163250086,,0,010-500-874-849-325; 056-992-764-169-487; 057-417-263-091-816; 075-057-643-449-273; 078-255-772-632-513; 122-447-128-843-90X; 168-407-946-026-47X; 195-729-681-139-225,1,true,cc-by-nc-nd,gold
179-173-836-584-26X,"The Common Good, Pluralism and the Small Church",2015-04-21,2015,journal article,Political Theology,1462317x; 17431719,Informa UK Limited,United Kingdom,Mark D. Chapman,"AbstractThis paper discusses the understanding of “Common Good” that has been used by the Church of England, especially over the last five years. It suggests that its implicit universalism and identification of Christian morality with the ethical norms for the nation is premised on an understanding of the role of the Church which is no longer realistic. After a brief discussion of the latest statistics for church attendance and a comparison with other national churches in Northern Europe, I suggest that the Church of England is a “small church” and even that Christians constitute a religious minority. This means that the pursuit of the “Common Good” as defined by the church may simply be a piece of nostalgic longing for the time of the “big church.” The recent exclusions for the churches on same-sex marriage legislation indicate that the gap between most of the churches and the wider society. Rather than defining the common good, I suggest that in a pluralist society the churches which recognize their lim...",16,1,61,77,Church history; Common good; Sociology; Pluralism (political philosophy); Law; Universalism; Church attendance; Christian ethics; Canon law; Christianity,,,,,https://www.tandfonline.com/doi/abs/10.1179/1462317X14Z.000000000130,http://dx.doi.org/10.1179/1462317x14z.000000000130,,10.1179/1462317x14z.000000000130,2107541297,,0,007-478-462-754-198; 012-278-316-550-52X; 027-335-126-367-321; 048-534-539-115-695; 057-434-808-881-821; 064-031-159-536-75X; 065-563-191-945-872; 069-917-026-200-720; 083-273-274-163-902; 089-997-437-217-349; 095-749-236-867-251; 102-475-556-290-726; 125-368-624-739-961; 155-394-928-259-024; 169-760-524-128-023; 170-672-971-325-50X; 192-724-929-118-240,0,false,,
179-502-191-991-291,Het meten van kerkelijke betrokkenheid,2014-12-01,2014,journal article,Religie & Samenleving,27731669; 18723497,Radboud University,,Joris Kregting,"<jats:p>In September 2014, Statistics Netherlands (CBS) presented a religious map of the Netherlands. This map received criticism for the way in which different groups of Protestants were classified and for the absence of non-organized religion. This article focuses on a different aspect of the religious map: the way Statistics Netherlands questions church membership and its usability for a classification of church involvement in the Netherlands. In such a classification it makes sense to distinguish involvement through an initiation ritual (baptized/made confession in a church), involvement because one considers himself of herself as a member (the question about church membership) and involvement through participation in church activities (such as church attendance). Statistics Netherlands reports a group of people of which it is not clear whether they are or whether they are not church members. They regard themselves as members of a church without having a personal bond with that church. It seems to be more a bond with a church because of an initiation ritual in their youth or because of the important social role they assign to churches. Renewed research on this assumption is necessary. After that Statistics Netherlands can decide whether they will adjust the way they question church membership.</jats:p>",9,3,234,242,Confession (law); Church attendance; Attendance; Sociology; Canon law; Criticism; Social psychology; Psychology; Law; Theology; Religious studies; Political science; Philosophy; Religiosity,,,,,https://religiesamenleving.nl/article/download/12562/14166 https://doi.org/10.54195/rs.12562,http://dx.doi.org/10.54195/rs.12562,,10.54195/rs.12562,,,0,,0,true,cc-by,gold
179-781-017-755-124,교회 분쟁에 대한 법원판결에 관한 고찰,2018-06-30,2018,,,,,,null 김창훈; null 차경일,"The cases of church disputes not being able to be resolved in an ecclesiastical court, but moving to national court are growing. This dissertation focuses on introducing recent court's decisions regarding church disputes that pastors or believers must know, and made some proposals on these issues. The reason for placing emphasis on these points is that it is necessary for theologians or pastors to understand what kind of disputes in relation to church is taking place, and what decision National court makes on church dispute, and to prevent this dispute in advance. First of all, regarding church property, the court regards church property as collective ownership, and an individual cannot claim ownership of property once property is vested in the church. If the church is divided, division is not accepted due to the Supreme Court's precedent in 2006, but if 2/3 of the members leave a church, left members are approved to have collective ownership of property. However, it is not desirable to settle church property by having majority vote, and approval to have collective ownership must go to remaining members of church. Also, as qualification for church members regarding church property dispute can be problematic, it is necessary to regulate this precisely in the article of association. Secondly, the court's fundamental approach to church's trial on discipline is not getting involved in it, but regarding the status of an individual, it is said to be subject to judicial review. However, lookingat church's trial on discipline related issues, problem with inconsistency is found. In this regard, it is proposed that the church's trial on discipline is excluded from judicial review, and that only those cases with illegal acts or with violating procedural regulation should be subject to the judicial review. Lastly, the court needs to expand its interpretation of obstruction of worship which is only in times close proximity to the service, and regarding theft and embezzlement it is necessary to be careful about these issues by looking at relevant legal disputes. Furthermore, if it is not possible to resolve church disputes inside the church, it is suggested to receive help from an independent institution which specializes in resolving the church's disputes, not by the National Court of Justice. Eventually, it is desirable for the church itself to strengthen reform and voluntary regulations to give no room for the judiciary to intervene, and the judiciary should also settle itself without involving in any church disputes.",11,2,227,252,Economic Justice; Political science; Common ownership; Property (philosophy); Law; Embezzlement; Supreme court; Institution; Judicial review; Interpretation (philosophy),,,,,https://db.koreascholar.com/article.aspx?code=351271,https://db.koreascholar.com/article.aspx?code=351271,,,3177030085,,0,,0,false,,
180-125-617-863-444,A Study of Church Growth from Biblical and Missiological Perspectives,2007-04-01,2007,journal article,Journal of Christian Education & Information Technology,12299871,,,Young Jong Kim,"This study focused on major factors of church growth by considering Biblical and missiological perspectives. In this research, the author defined the concept of church growth and discussed strategies for church growth. In particular, the author emphasized that the closely interrelated areas of Christian education and church education are both necessary to achieve ideal and healthy church growth. Furthermore, the author provided specific cases of fast church growth that has occurred in Korea, China, and the United States. In conclusion, the author of this paper suggested and stressed that Christian and church education can be key elements of church growth, since the ultimate purpose of church growth is to perform God’s will and command.",11,,197,225,Church history; Protestantism; Sociology; China; Law; Church Growth; Ideal (ethics); Eucharist; Canon law; Christianity; Environmental ethics,,,,,http://scholar.dkyobobook.co.kr/searchDetail.laf?barcode=4010023282307,http://scholar.dkyobobook.co.kr/searchDetail.laf?barcode=4010023282307,,,2239034659,,0,,0,false,,
